dim_process,seq_idx,seq_len,time_since_start,time_since_last_event,type_event
17,1,60,0.9775193641871951,0.009599999990314,3
17,1,60,0.9896193641798371,0.012099999992642002,3
17,1,60,1.018619364189383,0.029000000009546,3
17,1,60,1.027719364185053,0.009099999995669001,3
17,1,60,1.04051936418184,0.012799999996786,3
17,1,60,1.042019364194878,0.0015000000130380002,3
17,1,60,1.047819364179325,0.0057999999844460005,3
17,1,60,1.049919364191758,0.0021000000124330002,3
17,1,60,1.067019364189057,0.017099999997299,3
17,1,60,1.089619364185658,0.022599999996600003,3
17,1,60,1.100619364184261,0.010999999998603,3
17,1,60,1.115019364198836,0.014400000014575,3
17,1,60,1.127119364191479,0.012099999992642002,10
17,1,60,1.148319364179791,0.021199999988311003,10
17,1,60,1.153319364184447,0.0050000000046560005,10
17,1,60,1.15651936419092,0.003200000006472,10
17,1,60,1.159219364202748,0.002700000011827,10
17,1,60,1.163019364179511,0.0037999999767630004,10
17,1,60,1.16451936419255,0.0015000000130380002,10
17,1,60,1.184319364201677,0.019800000009126,10
17,1,60,1.207719364178068,0.02339999997639,10
17,1,60,1.213019364196974,0.005300000018905,10
17,1,60,1.223019364177183,0.009999999980209002,10
17,1,60,1.2499193642034,0.026900000026216002,10
17,1,60,1.259319364184214,0.009399999980814,3
17,1,60,1.282819364194459,0.023500000010244,3
17,1,60,1.3099193642010711,0.027100000006612,10
17,1,60,1.3122193641939,0.002299999992828,16
17,1,60,1.316119364204517,0.003900000010617,3
17,1,60,1.3495193641902221,0.033399999985704004,10
17,1,60,1.363419364181048,0.013899999990826,10
17,1,60,1.376719364201584,0.013300000020535002,10
17,1,60,1.382319364205635,0.005600000004051001,10
17,1,60,1.384619364198464,0.002299999992828,3
17,1,60,1.394919364192922,0.010299999994458001,10
17,1,60,1.396019364186962,0.0010999999940390001,10
17,1,60,1.406019364196275,0.010000000009313,10
17,1,60,1.449819364181188,0.043799999984912005,3
17,1,60,1.453819364196554,0.004000000015366,10
17,1,60,1.4556193641947381,0.001799999998183,10
17,1,60,1.494019364185099,0.038399999990360006,10
17,1,60,1.502119364191479,0.008100000006379001,10
17,1,60,1.521019364186962,0.018899999995483002,3
17,1,60,1.5797193641810952,0.058699999994132,3
17,1,60,1.5817193641887781,0.002000000007683,3
17,2,44,0.0,0.0,1
17,2,44,0.0037000000011170003,0.0037000000011170003,1
17,2,44,0.037100000015925005,0.033400000014808,4
17,2,44,0.042300000000977,0.005199999985052,4
17,2,44,0.08819149714162201,0.04589149714064401,8
17,2,44,0.13829149713473002,0.050099999993108005,12
17,2,44,0.148191497139293,0.009900000004563,12
17,2,44,0.28009149714688303,0.13190000000759,5
17,2,44,0.28919149714255304,0.009099999995669001,12
17,2,44,0.29369149715256404,0.004500000010011,16
17,2,44,0.307091497148746,0.013399999996181002,0
17,2,44,0.31009149714571904,0.0029999999969730004,0
17,2,44,0.324491497160294,0.014400000014575,0
17,2,44,0.418401935245427,0.09391043808513201,12
17,2,44,0.42210193524654405,0.0037000000011170003,4
17,2,44,0.43390193522493803,0.011799999978393,12
17,2,44,0.457401935235182,0.023500000010244,16
17,2,44,0.45940193524286604,0.002000000007683,4
17,2,44,0.47800193522409906,0.018599999981233,9
17,2,44,0.48810193523816203,0.010100000014062001,4
17,2,44,0.49530193523089805,0.0071999999927350004,16
17,2,44,0.533101935221864,0.037799999990966004,1
17,2,44,0.565901935237277,0.032800000015413,1
17,2,44,0.632541492626426,0.06663955738914801,4
17,2,44,0.6380414926257271,0.005499999999301001,0
17,2,44,0.653141492615343,0.015099999989615,16
17,2,44,0.656741492611711,0.003599999996367,4
17,2,44,0.6864414926254011,0.02970000001369,8
17,2,44,0.7263414926288011,0.039900000003399,1
17,2,44,0.730241492610314,0.003899999981513,4
17,2,44,0.893041492630384,0.16280000002007,16
17,2,44,0.9086414926146441,0.015599999984260001,16
17,2,44,0.933841492618323,0.025200000003678003,16
17,2,44,1.006941492627031,0.073100000008707,4
17,2,44,1.085176397928131,0.0782349053011,12
17,2,44,1.099352116767895,0.014175718839764002,3
17,2,44,1.10675211677013,0.007400000002235001,16
17,2,44,1.115052116756905,0.008299999986775,12
17,2,44,1.12165211677935,0.006600000022444001,0
17,2,44,1.123952116772179,0.002299999992828,1
17,2,44,1.140552116774833,0.016600000002654002,1
17,2,44,1.232841204378619,0.09228908760378501,16
17,2,44,1.248341204387234,0.015500000008614002,16
17,2,44,1.305541204368328,0.057199999981094006,16
17,3,61,0.0,0.0,16
17,3,61,0.056400000001303005,0.056400000001303005,16
17,3,61,0.058799999998882004,0.002399999997578,16
17,3,61,0.08619999999064,0.027399999991757,16
17,3,61,0.55319999999483,0.46700000000419006,16
17,3,61,0.566200000001117,0.013000000006286,14
17,3,61,0.5717000000004181,0.005499999999301001,14
17,3,61,0.5823999999847721,0.010699999984353,14
17,3,61,0.597659015631763,0.015259015646991001,13
17,3,61,1.2391590156296681,0.6414999999979041,16
17,3,61,1.293114232668435,0.053955217038767,16
17,3,61,1.2953142326565141,0.0021999999880790004,14
17,3,61,1.3732142326603791,0.077900000003864,7
17,3,61,1.382214232680403,0.009000000020023,14
17,3,61,1.400614232681241,0.018400000000838003,14
17,3,61,1.404514232662754,0.003899999981513,14
17,3,61,1.411125122398513,0.0066108897357580005,14
17,3,61,1.497449167285563,0.08632404488705,1
17,3,61,1.524849167306425,0.027400000020861,14
17,3,61,1.5410491672900801,0.016199999983655,14
17,3,61,1.598654635484201,0.057605468194120005,14
17,3,61,1.599654635502594,0.001000000018393,14
17,3,61,1.678454807873531,0.078800172370936,1
17,3,61,1.7719381025979841,0.093483294724452,13
17,3,61,1.774338102566458,0.002399999968474,14
17,3,61,1.775938102584246,0.001600000017788,16
17,3,61,1.831194329269862,0.055256226685615,9
17,3,61,1.8335943292674401,0.002399999997578,6
17,3,61,1.8413943292595711,0.007799999992130001,14
17,3,61,1.845429219189253,0.0040348899296820005,14
17,3,61,1.855221420994646,0.009792201805393001,14
17,3,61,1.911945562698836,0.056724141704189004,6
17,3,61,1.9584455627246802,0.046500000025844,16
17,3,61,1.964245562709127,0.0057999999844460005,14
17,3,61,1.969545562698929,0.0052999999898020005,6
17,3,61,1.976955750497984,0.0074101877990550005,5
17,3,61,1.9831557505014301,0.006200000003445,16
17,3,61,1.995575476349878,0.012419725848447001,16
17,3,61,2.023425064196986,0.027849587847108004,10
17,3,61,2.046125064198337,0.02270000000135,16
17,3,61,2.066525064206858,0.020400000008521,14
17,3,61,2.068425064209792,0.0019000000029330002,14
17,3,61,2.077638852148514,0.009213787938721001,14
17,3,61,2.083838852151959,0.006200000003445,14
17,3,61,2.101238852134404,0.017399999982444,16
17,3,61,2.199728734997082,0.09848988286267801,16
17,3,61,2.205728734991029,0.005999999993946001,14
17,3,61,2.208128734988607,0.002399999997578,14
17,3,61,2.2212287349996442,0.013100000011036,10
17,3,61,2.234328734981576,0.013099999981932,4
17,3,61,2.237428734983299,0.003100000001722,16
17,3,61,2.241928734993311,0.004500000010011,0
17,3,61,2.258128734976966,0.016199999983655,14
17,3,61,2.259828734999504,0.0017000000225380002,14
17,3,61,2.263028734976873,0.003199999977368,14
17,3,61,2.274198913141697,0.011170178164824001,14
17,3,61,3.010698913140766,0.736499999999068,14
17,3,61,3.059196751035962,0.048497837895195,14
17,3,61,3.294096751017242,0.23489999998128003,14
17,3,61,3.2991967510266482,0.005100000009406001,14
17,3,61,3.313266894641923,0.014070143615275001,14
17,4,62,0.0,0.0,16
17,4,62,0.007900000025983001,0.007900000025983001,13
17,4,62,0.02070000002277,0.012799999996786,1
17,4,62,0.025400000013178003,0.004699999990407,0
17,4,62,0.026700000016717,0.0013000000035390002,16
17,4,62,0.032100000011268004,0.0053999999945510005,16
17,4,62,0.042900000000372,0.010799999989103,6
17,4,62,0.059100000013131,0.016200000012759,6
17,4,62,0.06930000000284,0.010199999989708,6
17,4,62,0.070900000020628,0.001600000017788,4
17,4,62,0.072899999999207,0.001999999978579,16
17,4,62,0.07680000000982401,0.003900000010617,1
17,4,62,0.162790237119621,0.085990237109796,1
17,4,62,0.174190237108119,0.011399999988498001,14
17,4,62,0.191990237109563,0.017800000001443002,14
17,4,62,0.202090237123625,0.010100000014062001,6
17,4,62,0.20349023713191403,0.001400000008288,0
17,4,62,0.213890237131122,0.010399999999208001,0
17,4,62,0.21869023712627902,0.004799999995156,3
17,4,62,0.22309023713154102,0.004400000005261,6
17,4,62,0.26639023712180904,0.043299999990267006,3
17,4,62,0.270590237117571,0.004199999995762,7
17,4,62,0.27453984053692,0.003949603419348,6
17,4,62,0.288439840527746,0.013899999990826,14
17,4,62,0.39733984054884003,0.10890000002109401,16
17,4,62,0.440710503334086,0.043370662785245005,1
17,4,62,0.44781050335117606,0.007100000017089001,6
17,4,62,0.48501050334274703,0.037199999991571,0
17,4,62,0.900610503350291,0.41560000000754305,2
17,4,62,0.920810503349313,0.020199999999022,14
17,4,62,1.017776156079046,0.09696565272973201,14
17,4,62,1.023276156078347,0.005499999999301001,6
17,4,62,1.029376156077044,0.006099999998696,6
17,4,62,1.030776156056229,0.001399999979184,4
17,4,62,1.055076156075367,0.024300000019138002,2
17,4,62,1.0740761560756,0.019000000000232,6
17,4,62,1.087476156071781,0.013399999996181002,14
17,4,62,1.102476156056647,0.014999999984866001,7
17,4,62,1.119991487743616,0.017515331686968002,2
17,4,62,1.1641914877475281,0.04420000000391101,14
17,4,62,1.203791487765782,0.039600000018253007,3
17,4,62,1.204991487764571,0.001199999998789,2
17,4,62,1.2062914877681101,0.0013000000035390002,4
17,4,62,1.219391487750042,0.013099999981932,10
17,4,62,1.301395414451343,0.08200392670130001,16
17,4,62,1.339395414451808,0.038000000000465,16
17,4,62,1.34254438975851,0.003148975306702,7
17,4,62,1.364844389769966,0.022300000011455,1
17,4,62,1.389464838291395,0.024620448521428,16
17,4,62,1.399764838285853,0.010299999994458001,16
17,4,62,1.402764838282826,0.0029999999969730004,16
17,4,62,1.420264838270021,0.017499999987194002,16
17,4,62,1.440964838263688,0.020699999993667003,16
17,4,62,1.469264838269089,0.028300000005401,1
17,4,62,1.49186483826569,0.022599999996600003,5
17,4,62,1.505664838280871,0.013800000015180001,1
17,4,62,1.509464838286738,0.0038000000058670005,1
17,4,62,1.56410511659637,0.054640278309632,16
17,4,62,1.570305116599816,0.006200000003445,13
17,4,62,1.583105116596603,0.012799999996786,1
17,4,62,1.593505116595812,0.010399999999208001,1
17,4,62,1.595705116612995,0.0022000000171820003,5
17,5,63,0.0,0.0,3
17,5,63,0.8496999999915711,0.8496999999915711,13
17,5,63,0.9289216004589601,0.079221600467388,16
17,5,63,0.9342216004778651,0.005300000018905,16
17,5,63,0.9375216004890881,0.0033000000112220003,16
17,5,63,0.9409216004759561,0.0033999999868680004,16
17,5,63,0.9475216004984011,0.006600000022444001,3
17,5,63,0.9558216004851761,0.008299999986775,3
17,5,63,0.9789216004764221,0.023099999991245002,3
17,5,63,0.9877216004869461,0.008800000010523001,3
17,5,63,1.00422160048485,0.016499999997904,3
17,5,63,1.007921600485968,0.0037000000011170003,3
17,5,63,1.046821600470973,0.038899999985005006,16
17,5,63,1.086621600469623,0.039799999998649006,3
17,5,63,1.1162216004785641,0.029600000008940003,3
17,5,63,1.117521600482103,0.0013000000035390002,16
17,5,63,1.447221600484152,0.329700000002048,3
17,5,63,1.798421600488762,0.35120000000461,3
17,5,63,1.8194216004966781,0.021000000007916002,16
17,5,63,1.853622441330216,0.034200840833538006,16
17,5,63,1.9263224413199251,0.07269999998970801,12
17,5,63,1.929822441311543,0.003499999991618,12
17,5,63,1.9331224413227661,0.0033000000112220003,12
17,5,63,1.974369513290207,0.041247071967440006,16
17,5,63,2.009769513283594,0.035399999993387006,1
17,5,63,2.075769513304316,0.06600000002072101,6
17,5,63,2.162624640940026,0.086855127635709,2
17,5,63,2.223424640917488,0.060799999977461,8
17,5,63,2.2297246409256832,0.006300000008195,5
17,5,63,2.231224640938722,0.0015000000130380002,4
17,5,63,2.233524640931551,0.002299999992828,6
17,5,63,2.254624640944217,0.021100000012665,4
17,5,63,2.256024640923402,0.001399999979184,4
17,5,63,2.257224640922191,0.001199999998789,4
17,5,63,2.312198901110182,0.054974260187991,16
17,5,63,2.451498901090904,0.139299999980721,4
17,5,63,2.515598901108692,0.06410000001778801,2
17,5,63,2.5180989010819173,0.0024999999732240002,13
17,5,63,2.521998901092534,0.003900000010617,14
17,5,63,2.523098901086573,0.0010999999940390001,4
17,5,63,2.771998901092534,0.24890000000596002,4
17,5,63,2.792298901096305,0.020300000003771003,16
17,5,63,2.795898901092673,0.003599999996367,4
17,5,63,2.7969989010867122,0.0010999999940390001,10
17,5,63,2.802098901096119,0.005100000009406001,7
17,5,63,2.86219890109854,0.060100000002421,2
17,5,63,2.8635989011068292,0.001400000008288,4
17,5,63,2.865798901094908,0.0021999999880790004,1
17,5,63,2.868398901101986,0.0026000000070780004,2
17,5,63,2.877589273233655,0.009190372131668,16
17,5,63,2.899689273206507,0.022099999972851003,16
17,5,63,2.928844733657243,0.029155460450736,0
17,5,63,2.933144733657756,0.004300000000512,0
17,5,63,2.971210462445247,0.038065728787491,0
17,5,63,2.9824104624242462,0.011199999978998001,0
17,5,63,2.986410462439612,0.004000000015366,0
17,5,63,3.001610462433978,0.015199999994365,4
17,5,63,3.033910462425642,0.032299999991664004,8
17,5,63,3.03691046245172,0.0030000000260770004,3
17,5,63,3.039510462429694,0.0025999999779740004,3
17,5,63,3.111204929810356,0.071694467380662,2
17,5,63,3.114004929826934,0.002800000016577,0
17,5,63,3.727004929809937,0.612999999983003,16
17,6,40,0.0,0.0,4
17,6,40,0.080979744869663,0.080979744869663,4
17,6,40,0.08667974487846401,0.005700000008800001,2
17,6,40,0.089179744880792,0.0025000000023280003,4
17,6,40,0.091279744864121,0.0020999999833290002,4
17,6,40,0.10767974488638,0.016400000022258002,4
17,6,40,0.10977974486970901,0.0020999999833290002,5
17,6,40,0.115979744873155,0.006200000003445,0
17,6,40,0.119679744874272,0.0037000000011170003,5
17,6,40,0.128979744879441,0.009300000005168,4
17,6,40,0.13097974488712502,0.002000000007683,5
17,6,40,0.135379744863283,0.004399999976158001,16
17,6,40,0.142879744870268,0.007500000006984001,16
17,6,40,0.17877900477105102,0.035899259900783,4
17,6,40,0.34687900478092304,0.16810000000987202,16
17,6,40,0.35587900477184303,0.008999999990919001,16
17,6,40,0.35997900479195905,0.004100000020116,16
17,6,40,0.364579004777617,0.004599999985657,16
17,6,40,0.37537900476672004,0.010799999989103,16
17,6,40,0.38307900478320506,0.007700000016484,16
17,6,40,0.40437900477626604,0.021299999993061,16
17,6,40,0.42164415883369805,0.017265154057431002,16
17,6,40,0.43164415884301105,0.010000000009313,16
17,6,40,0.437444158827458,0.0057999999844460005,16
17,6,40,0.44074415883868,0.0033000000112220003,16
17,6,40,0.450044158843849,0.009300000005168,16
17,6,40,0.49901468167272905,0.04897052282888,16
17,6,40,0.514614681686094,0.015600000013364002,4
17,6,40,0.5177146816878171,0.003100000001722,6
17,6,40,0.520914681694289,0.003200000006472,1
17,6,40,0.597797641108003,0.07688295941371301,16
17,6,40,0.668985522666226,0.071187881558223,16
17,6,40,0.671385522663805,0.002399999997578,16
17,6,40,0.672685522667344,0.0013000000035390002,16
17,6,40,0.6738855226661331,0.001199999998789,16
17,6,40,0.680985522654118,0.007099999987985,16
17,6,40,0.6822855226576571,0.0013000000035390002,16
17,6,40,0.686879089612053,0.004593566954395,6
17,6,40,0.765280365663596,0.07840127605154301,16
17,6,40,0.7722803656468321,0.006999999983236,16
17,7,62,0.0,0.0,16
17,7,62,0.0016999999934340002,0.0016999999934340002,13
17,7,62,0.007799999992130001,0.006099999998696,10
17,7,62,0.008899999986169001,0.0010999999940390001,1
17,7,62,0.045799999992595,0.036900000006426,13
17,7,62,0.054199999984120006,0.008399999991524,16
17,7,62,0.070999999996274,0.016800000012153,16
17,7,62,0.074200000002747,0.003200000006472,13
17,7,62,0.07559999998193101,0.001399999979184,5
17,7,62,0.081399999995482,0.00580000001355,5
17,7,62,0.21210000000428303,0.130700000008801,5
17,7,62,0.21340000000782203,0.0013000000035390002,5
17,7,62,0.22000000000116302,0.006599999993341,5
17,7,62,0.227799999993293,0.007799999992130001,10
17,7,62,0.24499999999534203,0.017200000002048,16
17,7,62,0.24640000000363102,0.001400000008288,16
17,7,62,0.24809999999706503,0.0016999999934340002,16
17,7,62,0.26579999999375903,0.017699999996693,16
17,7,62,0.29790000000502803,0.032100000011269,10
17,7,62,0.300400000007356,0.0025000000023280003,10
17,7,62,0.306099999987053,0.0056999999796970005,10
17,7,62,0.31020000000717,0.004100000020116,10
17,7,62,0.31359999999403804,0.0033999999868680004,10
17,7,62,0.31889999998384,0.0052999999898020005,10
17,7,62,0.32259999998495803,0.0037000000011170003,10
17,7,62,0.32449999998789103,0.0019000000029330002,10
17,7,62,0.33379999999306004,0.009300000005168,10
17,7,62,0.34239999999408405,0.008600000001024,10
17,7,62,0.388799999986075,0.04639999999199,9
17,7,62,0.389800000004469,0.001000000018393,15
17,7,62,0.39199999999254803,0.0021999999880790004,6
17,7,62,0.39960000000428203,0.007600000011734001,10
17,7,62,0.40150000000721603,0.0019000000029330002,13
17,7,62,0.422800000000277,0.021299999993061,16
17,7,62,0.42509999999310605,0.002299999992828,16
17,7,62,0.429499999998368,0.004400000005261,16
17,7,62,0.43439999999827505,0.004899999999906,16
17,7,62,0.44079999998211705,0.006399999983841001,13
17,7,62,0.49830000000656405,0.057500000024447,16
17,7,62,0.516899999987798,0.018599999981233,10
17,7,62,0.520400000008519,0.003500000020721,10
17,7,62,0.524999999994177,0.004599999985657,16
17,7,62,0.52820000000065,0.003200000006472,16
17,7,62,0.5334999999904521,0.0052999999898020005,1
17,7,62,0.5377999999909641,0.004300000000512,16
17,7,62,0.539400000008752,0.001600000017788,0
17,7,62,0.6361000000033501,0.09669999999459801,10
17,7,62,0.6406999999890081,0.004599999985657,14
17,7,62,0.6886137447088521,0.047913744719843006,10
17,7,62,0.6928137447046141,0.004199999995762,4
17,7,62,1.320313744706942,0.6275000000023281,16
17,7,62,1.322013744700376,0.0016999999934340002,4
17,7,62,1.3331137447037291,0.011100000003352001,16
17,7,62,1.336613744695347,0.003499999991618,16
17,7,62,1.345913744700516,0.009300000005168,16
17,7,62,1.34761374469395,0.0016999999934340002,16
17,7,62,1.353213744698002,0.005600000004051001,16
17,7,62,1.354513744701541,0.0013000000035390002,16
17,7,62,1.356113744690225,0.001599999988684,16
17,7,62,1.397498452528972,0.041384707838747,6
17,7,62,1.638598452542803,0.24110000001383003,16
17,7,62,1.696332753368855,0.05773430082605201,16
17,8,41,0.0,0.0,16
17,8,41,0.064600000012433,0.064600000012433,16
17,8,41,0.225700000009965,0.16109999999753202,16
17,8,41,0.24269997145459402,0.016999971444629003,16
17,8,41,0.25219997146926204,0.009500000014668001,16
17,8,41,0.260899971475036,0.008700000005774,16
17,8,41,0.8055999714735931,0.544699999998556,1
17,8,41,0.808899971455711,0.0032999999821180003,8
17,8,41,0.8157999714633011,0.0069000000075900006,8
17,8,41,0.8176999714662351,0.0019000000029330002,8
17,8,41,0.8294999714737321,0.011800000007497001,16
17,8,41,0.834299971468889,0.004799999995157,16
17,8,41,0.838499971464652,0.004199999995762,16
17,8,41,0.8453999714722421,0.0069000000075900006,16
17,8,41,0.8515999714756881,0.006200000003445,16
17,8,41,0.853099971459622,0.0014999999839340002,16
17,8,41,1.026499971459296,0.173399999999674,3
17,8,41,1.043499971480949,0.017000000021653,1
17,8,41,1.046399971473173,0.0028999999922230003,16
17,8,41,1.048199971471357,0.001799999998183,1
17,8,41,1.193499971475129,0.14530000000377102,1
17,8,41,1.20009997146847,0.006599999993341,16
17,8,41,1.202599971470798,0.0025000000023280003,3
17,8,41,1.229099971478016,0.026500000007217,0
17,8,41,1.230999971480949,0.0019000000029330002,3
17,8,41,1.3875999714684701,0.15659999998752,16
17,8,41,1.392185305692107,0.004585334223636,16
17,8,41,1.412085305705983,0.019900000013876002,3
17,8,41,1.4163853057064961,0.004300000000512,1
17,8,41,1.417585305705285,0.001199999998789,16
17,8,41,1.4322853057050051,0.014699999999720001,10
17,8,41,2.415885305682747,0.9835999999777411,16
17,8,41,2.510929404398381,0.095044098715633,16
17,8,41,2.592373429561845,0.08144402516346401,16
17,8,41,2.598385045473622,0.006011615911776001,3
17,8,41,2.6668433586628812,0.068458313189259,16
17,8,41,2.6713673174994352,0.004523958836553,4
17,8,41,2.6756266064829792,0.0042592889835440005,16
17,8,41,2.703426606464632,0.027799999981652,16
17,8,41,2.710326606472222,0.0069000000075900006,16
17,8,41,3.056426606467426,0.346099999995203,16
17,9,62,0.0,0.0,16
17,9,62,0.550600000016856,0.550600000016856,10
17,9,62,0.5530000000144351,0.002399999997578,15
17,9,62,1.512199999997392,0.959199999982956,15
17,9,62,1.523600000014994,0.011400000017601001,16
17,9,62,1.55360000001383,0.029999999998835004,10
17,9,62,1.761200000008102,0.207599999994272,16
17,9,62,2.538200000009965,0.7770000000018621,16
17,9,62,2.603674360162345,0.06547436015238,16
17,9,62,2.645470899789629,0.041796539627283004,16
17,9,62,2.740703896066245,0.09523299627661501,16
17,9,62,2.807704277043421,0.067000380977175,16
17,9,62,2.81670427703434,0.008999999990919001,16
17,9,62,2.88227851055657,0.065574233522229,16
17,9,62,2.8862785105428332,0.003999999986262001,16
17,9,62,2.981678510562996,0.09540000002016301,16
17,9,62,3.211578510539619,0.22989999997662303,16
17,9,62,3.339878510550842,0.12830000001122202,16
17,9,62,3.601578510553589,0.261700000002747,16
17,9,62,3.6044103859434,0.00283187538981,16
17,9,62,3.634210385932736,0.029799999989336003,16
17,9,62,3.730748780965417,0.09653839503268001,10
17,9,62,3.742048780949165,0.011299999983748001,10
17,9,62,3.748848780952006,0.00680000000284,10
17,9,62,3.764048780946371,0.015199999994365,8
17,9,62,4.041448780967233,0.277400000020861,16
17,9,62,4.055948780957454,0.014499999990221002,15
17,9,62,4.062548780950795,0.006599999993341,15
17,9,62,4.102473936010843,0.039925155060048005,16
17,9,62,4.159727474552305,0.05725353854146201,15
17,9,62,4.168427474558079,0.008700000005774,10
17,9,62,4.182427474553656,0.013999999995576001,10
17,9,62,4.211927474557846,0.02950000000419,10
17,9,62,4.213627474551281,0.0016999999934340002,16
17,9,62,4.215627474558964,0.002000000007683,10
17,9,62,4.221527474548161,0.005899999989196001,0
17,9,62,4.245227474567905,0.023700000019744,16
17,9,62,5.235727474553236,0.9904999999853311,16
17,9,62,6.08872747455603,0.8530000000027941,0
17,9,62,6.093827474565437,0.005100000009406001,8
17,9,62,6.097027474571909,0.003200000006472,15
17,9,62,6.099827474559383,0.002799999987473,16
17,9,62,6.197599014873158,0.09777154031377501,9
17,9,62,6.20189901487367,0.004300000000512,6
17,9,62,6.2118990148829845,0.010000000009313,6
17,9,62,6.283200459007371,0.071301444124387,13
17,9,62,6.329400458989862,0.046199999982491004,6
17,9,62,6.348400458990095,0.019000000000232,16
17,9,62,6.352800458995357,0.004400000005261,16
17,9,62,6.35380045901375,0.001000000018393,16
17,9,62,6.451100459007743,0.09729999999399201,16
17,9,62,6.473544529201388,0.022444070193645003,0
17,9,62,6.654544529212797,0.181000000011408,16
17,9,62,6.680744529205765,0.026199999992968,10
17,9,62,7.075444529210142,0.39470000000437705,15
17,9,62,7.083044529192773,0.0075999999826300004,0
17,9,62,7.084144529215917,0.0011000000231430002,10
17,9,62,7.173667879932038,0.08952335071612101,15
17,9,62,7.204867879929663,0.031199999997625003,15
17,9,62,7.224167879944145,0.019300000014482,10
17,9,62,7.229567879938697,0.0053999999945510005,0
17,9,62,7.232067879941026,0.0025000000023280003,10
17,10,61,0.0,0.0,9
17,10,61,0.08180000001448201,0.08180000001448201,16
17,10,61,0.12700000000768302,0.045199999993201005,16
17,10,61,0.20010000001639103,0.073100000008707,16
17,10,61,0.20420000000740302,0.004099999991012,9
17,10,61,0.208700000017415,0.004500000010011,9
17,10,61,0.21679999999469102,0.008099999977275,16
17,10,61,0.21809999999823002,0.0013000000035390002,0
17,10,61,0.22150000001420203,0.0034000000159720004,4
17,10,61,0.22500000000582002,0.0034999999916170005,16
17,10,61,0.23230000000330503,0.007299999997485001,0
17,10,61,0.23480000000563303,0.0025000000023280003,0
17,10,61,0.24059999999008003,0.0057999999844460005,16
17,10,61,0.846599999989847,0.6059999999997671,0
