case:concept:name,time:timestamp,concept:name,event_idx,log_ts_pre,trace_ts_pre,trace_ts_start
8,2011-10-01 07:58:44.046000+00:00,9,38,0.25554689474421294,0.18008932687550055,0.180310164850845
9,2011-10-01 07:59:10.501000+00:00,2,39,0.3176398936324537,0.0,0.0
9,2011-10-01 07:59:10.501000+00:00,4,40,0.0,0.0,0.0
9,2011-10-01 07:59:10.789000+00:00,5,41,0.02426883255969318,0.017102761996400078,0.01705945739985552
9,2011-10-01 07:59:42.704000+00:00,6,42,0.3350324192386643,0.23610446498500412,0.2360938545768674
9,2011-10-01 07:59:43.080000+00:00,7,43,0.030606206142105793,0.021568843823603,0.23685287272365485
8,2011-10-01 08:08:36.700000+00:00,9,44,0.6023377371644077,0.4315581054169815,0.43198247885034746
8,2011-10-01 08:10:24.737000+00:00,6,45,0.44988537869635026,0.31704378604033157,0.44302091192884935
8,2011-10-01 08:10:24.780000+00:00,7,46,0.00403707715579879,0.002845014056069756,0.44302496435040245
8,2011-10-01 08:10:25.759000+00:00,9,47,0.06545364012711193,0.04612657103050076,0.44311716176549965
6,2011-10-01 08:15:43.883000+00:00,9,48,0.5528608097791572,0.505237379407754,0.5055178920556661
6,2011-10-01 08:16:48.956000+00:00,6,49,0.40185153561115855,0.2831933161408084,0.5079017648678191
6,2011-10-01 08:16:48.991000+00:00,7,50,0.003298749038885643,0.0023246985432507313,0.5079030246315499
6,2011-10-01 08:16:49.843000+00:00,9,51,0.05909369228405903,0.04164458064214122,0.5079336836198284
7,2011-10-01 08:26:42.203000+00:00,7,52,0.6123337867784736,0.5024863945073382,0.502956535934921
7,2011-10-01 08:27:07.853000+00:00,7,53,0.3147862919879734,0.22183658889884705,0.5039428016340811
10,2011-10-01 08:37:39.363000+00:00,2,54,0.6184606457566724,0.0,0.0
10,2011-10-01 08:37:39.363000+00:00,4,55,0.0,0.0,0.0
10,2011-10-01 08:37:39.657000+00:00,5,56,0.0247144873840479,0.017416824420900263,0.017372724610893363
10,2011-10-01 08:38:20.967000+00:00,6,57,0.3591098897263046,0.2530723700629509,0.25289833978516724
10,2011-10-01 08:38:21.403000+00:00,7,58,0.03469885677258715,0.02445302168816956,0.25358463732929765
10,2011-10-01 08:38:48.454000+00:00,7,59,0.319699223119322,0.22529883586262192,0.28645543752863
10,2011-10-01 08:42:21.977000+00:00,10,60,0.5147769140055962,0.36277422986144364,0.380674835865066
10,2011-10-01 08:44:40.725000+00:00,11,61,0.4736807931638504,0.33381292024744047,0.4075186001565259
10,2011-10-01 08:44:40.725000+00:00,12,62,0.0,0.0,0.4075186001565259
10,2011-10-01 08:44:42.707000+00:00,13,63,0.10476873969985942,0.07383275711108789,0.4078341666997761
10,2011-10-01 08:44:42.734000+00:00,14,64,0.0025546918395476194,0.0018003456243088772,0.4078384553540058
10,2011-10-01 08:44:42.811000+00:00,15,65,0.007113054363793036,0.0050127205563836675,0.4078506844620095
10,2011-10-01 08:44:43.954000+00:00,7,66,0.07308791853657425,0.051506609247425214,0.40803195481768995
10,2011-10-01 08:44:54.041000+00:00,15,67,0.23068933344042414,0.16257167522316252,0.40961088239283033
10,2011-10-01 08:44:58.974000+00:00,15,68,0.1707348254040928,0.12032045942880894,0.410369787524649
10,2011-10-01 08:45:27.286000+00:00,15,69,0.32391576113125037,0.22827031979739332,0.4145674845262433
10,2011-10-01 08:46:52.915000+00:00,11,70,0.4278256560903207,0.3014978307699434,0.4258727091430431
10,2011-10-01 08:46:52.915000+00:00,16,71,0.0,0.0,0.4258727091430431
10,2011-10-01 08:46:54.210000+00:00,13,72,0.07965888134886408,0.056137306368490576,0.4260299299604165
10,2011-10-01 08:46:54.233000+00:00,14,73,0.002180486914153557,0.0015366354618544784,0.4260327189875267
10,2011-10-01 08:46:54.333000+00:00,15,74,0.009139282699200633,0.006440646719935235,0.4260448438508936
10,2011-10-01 08:46:56.631000+00:00,15,75,0.11442696199214965,0.08063911158928837,0.42632287395416457
10,2011-10-01 08:47:14.211000+00:00,15,76,0.280198480829023,0.19746182341422996,0.42841272497594146
10,2011-10-01 08:50:20.533000+00:00,15,77,0.5017754053644067,0.35361179045124674,0.4473079627738624
10,2011-10-01 08:50:29.475000+00:00,15,78,0.2202368517985175,0.15520558930396697,0.44809416939768004
10,2011-10-01 08:50:34.704000+00:00,15,79,0.17540330325352624,0.12361043497039861,0.44854970463197485
11,2011-10-01 09:07:34.279000+00:00,2,80,0.664336808990911,0.0,0.0
11,2011-10-01 09:07:34.279000+00:00,4,81,0.0,0.0,0.0
11,2011-10-01 09:07:34.928000+00:00,5,82,0.04796115478984543,0.033799244913229574,0.0337136644283473
11,2011-10-01 09:08:17.093000+00:00,6,83,0.36102831244524336,0.2544243233178013,0.25478602115209986
11,2011-10-01 09:08:17.494000+00:00,7,84,0.03233275423434431,0.02278557895184879,0.2554001234956887
11,2011-10-01 09:09:08.607000+00:00,7,85,0.3790924773012063,0.26715452413959045,0.30718430043494344
11,2011-10-01 09:18:36.318000+00:00,10,86,0.6082652841155984,0.4286574708245164,0.4379160961609751
11,2011-10-01 09:20:47.605000+00:00,12,87,0.4684196029385859,0.3301052476999802,0.4500934101314098
11,2011-10-01 09:20:47.605000+00:00,11,88,0.0,0.0,0.4500934101314098
11,2011-10-01 09:20:49.026000+00:00,13,89,0.08478398833786861,0.05974907816770808,0.45021388494884296
11,2011-10-01 09:20:49.058000+00:00,14,90,0.003020403733311679,0.002128542691817104,0.45021659548613635
11,2011-10-01 09:20:49.150000+00:00,15,91,0.008439353383954523,0.0059473916585921095,0.4502243876737526
11,2011-10-01 09:20:50.335000+00:00,7,92,0.07494905616516191,0.05281819248184683,0.45032467399563375
11,2011-10-01 09:21:20.844000+00:00,15,93,0.33084632098567135,0.23315443259517293,0.45285657147709185
11,2011-10-01 09:22:52.458000+00:00,15,94,0.4342316459669956,0.3060122679577495,0.4599335916252966
11,2011-10-01 09:26:32.199000+00:00,15,95,0.5175167863761369,0.36470507614086856,0.4743820813086321
11,2011-10-01 09:32:54.371000+00:00,15,96,0.5703994765988206,0.4019726316519667,0.4938854537940542
1,2011-10-01 09:36:46.437000+00:00,7,97,0.522726638190594,0.7151020652900351,0.7133842234469453
2,2011-10-01 09:37:32.393000+00:00,7,98,0.36910042039864277,0.6372236044492317,0.6359412216012305
5,2011-10-01 09:37:46.748000+00:00,7,99,0.26191759298857387,0.5952218583909156,0.5942453892366025
5,2011-10-01 09:40:24.141000+00:00,7,100,0.4856898978481209,0.34227599150147564,0.5958008849011976
7,2011-10-01 09:40:40.141000+00:00,7,101,0.2716765171531277,0.5671201581915375,0.5883589759686755
1,2011-10-01 09:42:43.308000+00:00,10,102,0.46234532635843945,0.3973564456405212,0.7139907308460458
7,2011-10-01 09:43:02.623000+00:00,7,103,0.2887589353517543,0.3355948082728732,0.5898958224174408
2,2011-10-01 09:43:13.178000+00:00,7,104,0.23465390028328925,0.39424859437309007,0.6377520910519757
9,2011-10-01 09:44:00.187000+00:00,7,105,0.3712270184741348,0.5907214755745986,0.5895757450993803
1,2011-10-01 09:45:09.243000+00:00,12,106,0.40746442453656373,0.337201805748763,0.7142371858658622
1,2011-10-01 09:45:09.243000+00:00,11,107,0.0,0.0,0.7142371858658622
1,2011-10-01 09:45:11.197000+00:00,13,108,0.10386411138260046,0.07319524631335055,0.7142404796749864
1,2011-10-01 09:45:11.380000+00:00,14,109,0.016114639853246553,0.011356329126664164,0.7142407881452849
1,2011-10-01 09:45:11.554000+00:00,15,110,0.015382341840267372,0.010840263156221868,0.7142410814436038
1,2011-10-01 09:45:13.917000+00:00,7,111,0.11629846498847482,0.08195799951860966,0.7142450644432754
9,2011-10-01 09:46:06.342000+00:00,7,112,0.38147671838513925,0.32743148289199553,0.5909141170970504
6,2011-10-01 09:49:28.183000+00:00,7,113,0.5094076039089979,0.5827206310998687,0.6008129332994836
6,2011-10-01 09:50:14.483000+00:00,7,114,0.36980034971388887,0.2606061643791784,0.6012315537617252
6,2011-10-01 09:50:21.451000+00:00,7,115,0.19901309287422372,0.14024875540359916,0.6012943303111498
12,2011-10-01 09:52:14.305000+00:00,2,116,0.4540306652587486,0.0,0.0
12,2011-10-01 09:52:14.305000+00:00,4,117,0.0,0.0,0.0
12,2011-10-01 09:52:14.576000+00:00,5,118,0.02299477853970145,0.016204909055972078,0.0161638778442381
12,2011-10-01 09:53:00.740000+00:00,9,119,0.3695242438087822,0.2604115866808393,0.26013841023275597
6,2011-10-01 09:53:55.769000+00:00,7,120,0.38604017701627763,0.36302419530324975,0.6031971656998995
12,2011-10-01 10:04:34.265000+00:00,9,121,0.6195139324708288,0.4421628525350087,0.44540560543308344
13,2011-10-01 10:08:46.663000+00:00,2,122,0.5307468398541174,0.0,0.0
13,2011-10-01 10:08:46.663000+00:00,4,123,0.0,0.0,0.0
13,2011-10-01 10:08:46.803000+00:00,5,124,0.012564285726621103,0.008854319131693907,0.008831899786926351
13,2011-10-01 10:09:30.362000+00:00,8,125,0.3640760932187186,0.25657215919155996,0.2561339588807529
13,2011-10-01 10:09:30.362000+00:00,3,126,0.0,0.0,0.2561339588807529
12,2011-10-01 10:12:27.600000+00:00,9,127,0.4970087836051989,0.4163952909843761,0.4787015810558942
1,2011-10-01 10:15:41.290000+00:00,15,128,0.5054747883201799,0.507572941203735,0.7172568372738887
1,2011-10-01 10:17:08.924000+00:00,15,129,0.4300197029585814,0.30304402221959437,0.7173979436133601
9,2011-10-01 10:18:51.701000+00:00,7,130,0.445144303669767,0.5124895496521155,0.6089235634144571
12,2011-10-01 10:19:56.702000+00:00,9,131,0.4017469870581417,0.4128516513187101,0.4999136709327731
12,2011-10-01 10:20:54.061000+00:00,6,132,0.38994713145927395,0.2748040295767408,0.5021988083475146
12,2011-10-01 10:20:54.150000+00:00,7,133,0.008175557095328741,0.0057614888085558225,0.5022022945180983
12,2011-10-01 10:20:55.527000+00:00,9,134,0.08302522491175093,0.05850964020912981,0.5022562092730939
9,2011-10-01 10:24:32.787000+00:00,10,135,0.5164329375875079,0.3943080800654726,0.6116120334007837
9,2011-10-01 10:30:20.556000+00:00,12,136,0.5613787154543843,0.3956155095901539,0.6142470503172854
9,2011-10-01 10:30:20.556000+00:00,11,137,0.0,0.0,0.6142470503172854
9,2011-10-01 10:30:21.780000+00:00,13,138,0.07664549674931875,0.05401371020938912,0.6142561449144954
9,2011-10-01 10:30:21.806000+00:00,14,139,0.0024612774235485773,0.0017345145003792586,0.6142563380870748
9,2011-10-01 10:30:21.896000+00:00,15,140,0.008263569850878387,0.005823513267586164,0.614257006757113
9,2011-10-01 10:30:24.155000+00:00,7,141,0.11328627270506343,0.07983524361002346,0.6142737882026479
14,2011-10-01 10:36:08.943000+00:00,2,142,0.5605556022510055,0.0,0.0
14,2011-10-01 10:36:08.943000+00:00,4,143,0.0,0.0,0.0
14,2011-10-01 10:36:09.207000+00:00,5,144,0.0224652077790497,0.015831709288022716,0.01579162302689876
14,2011-10-01 10:36:59.265000+00:00,6,145,0.37713131843433334,0.2657724538131848,0.2654471350211481
14,2011-10-01 10:36:59.652000+00:00,7,146,0.03136971998040836,0.022106908249459822,0.26595350067331713
15,2011-10-01 10:39:34.037000+00:00,2,147,0.4838513647029597,0.0,0.0
15,2011-10-01 10:39:34.037000+00:00,4,148,0.0,0.0,0.0
15,2011-10-01 10:39:34.130000+00:00,5,149,0.00852712445684644,0.006009245798718003,0.0059940302466974975
15,2011-10-01 10:40:14.782000+00:00,9,150,0.35760690409797696,0.252013184153531,0.25152541297289377
5,2011-10-01 10:40:26.958000+00:00,7,151,0.24724220515621398,0.5534275469326521,0.624121250185576
8,2011-10-01 10:59:13.844000+00:00,7,152,0.6739237738170978,0.6232613944228346,0.6262822681997039
16,2011-10-01 11:01:58.813000+00:00,2,153,0.4901700401328203,0.0,0.0
16,2011-10-01 11:01:58.813000+00:00,4,154,0.0,0.0,0.0
16,2011-10-01 11:01:59.052000+00:00,5,155,0.020549644868490407,0.014481771400905777,0.014445103214334582
5,2011-10-01 11:02:11.068000+00:00,17,156,0.2460706586292831,0.48479054475437827,0.6320109435419877
5,2011-10-01 11:02:12.557000+00:00,7,157,0.0874401714262414,0.061620946831664816,0.6320194440336713
5,2011-10-01 11:02:12.557000+00:00,3,158,0.0,0.0,0.6320194440336713
16,2011-10-01 11:02:44.257000+00:00,6,159,0.3344040141413939,0.25902338886348114,0.2587152936530095
16,2011-10-01 11:02:44.607000+00:00,7,160,0.028776996490437582,0.02027976091295825,0.25922134697674826
8,2011-10-01 11:03:35.216000+00:00,7,161,0.3781605846428961,0.37638034139038307,0.6278875982276598
17,2011-10-01 11:12:58.663000+00:00,2,162,0.6075436258425345,0.0,0.0
17,2011-10-01 11:12:58.663000+00:00,4,163,0.0,0.0,0.0
17,2011-10-01 11:12:58.865000+00:00,5,164,0.01764247755717744,0.012433028821846645,0.012401548099781388
17,2011-10-01 11:13:42.121000+00:00,6,165,0.36342181748769453,0.2561110771811171,0.2557695560012363
17,2011-10-01 11:13:42.463000+00:00,7,166,0.028207069758064324,0.019878121434207443,0.25628609156279364
12,2011-10-01 11:24:12.098000+00:00,7,167,0.6181759695292759,0.5569663543254548,0.5807517527141173
12,2011-10-01 11:27:08.763000+00:00,7,168,0.4967000199550162,0.3500350585057236,0.5828756588664444
18,2011-10-01 11:44:12.627000+00:00,2,169,0.6647389450046073,0.0,0.0
18,2011-10-01 11:44:12.627000+00:00,4,170,0.0,0.0,0.0
18,2011-10-01 11:44:12.796000+00:00,5,171,0.014973080056223397,0.01055184768054912,0.0105251301534794
18,2011-10-01 11:44:28.518000+00:00,9,172,0.2700954725259505,0.19034201878291535,0.19053786935100384
14,2011-10-01 11:52:49.258000+00:00,7,173,0.5962512072116253,0.5691907043552639,0.5684964584034642
14,2011-10-01 11:55:31.990000+00:00,7,174,0.48886880673274774,0.34451623614152116,0.5708391291435124
12,2011-10-01 12:01:52.452000+00:00,7,175,0.569970586473582,0.5164384049571826,0.6038908898432895
12,2011-10-01 12:02:01.804000+00:00,7,176,0.2241119089909606,0.15793642444907666,0.6039718741277759
19,2011-10-01 12:08:16.294000+00:00,2,177,0.5684575016076182,0.0,0.0
19,2011-10-01 12:08:16.294000+00:00,4,178,0.0,0.0,0.0
19,2011-10-01 12:08:16.484000+00:00,5,179,0.016680363561645817,0.011755006645109894,0.011725242691179399
19,2011-10-01 12:08:29.623000+00:00,9,180,0.25400627263250686,0.17900361773650134,0.17945012715126363
20,2011-10-01 12:09:16.088000+00:00,2,181,0.370134267255408,0.0,0.0
20,2011-10-01 12:09:16.088000+00:00,4,182,0.0,0.0,0.0
20,2011-10-01 12:09:16.307000+00:00,5,183,0.018989156557992364,0.013382062129478426,0.013348178432706337
20,2011-10-01 12:10:03.002000+00:00,9,184,0.37059779642202356,0.2611681420194498,0.2608156495617555
21,2011-10-01 12:14:39.442000+00:00,2,185,0.5394386177241884,0.0,0.0
21,2011-10-01 12:14:39.442000+00:00,4,186,0.0,0.0,0.0
21,2011-10-01 12:14:39.698000+00:00,5,187,0.021856381032568012,0.015402656142738228,0.015363656254292361
21,2011-10-01 12:15:21.127000+00:00,6,188,0.3593792085632844,0.2532621647701616,0.2530263696460292
21,2011-10-01 12:15:21.514000+00:00,7,189,0.03136971998040836,0.022106908249459822,0.2536347336082647
2,2011-10-01 12:27:57.775000+00:00,7,190,0.6357219714687778,0.6216171344699595,0.67619584930846
2,2011-10-01 12:33:54.614000+00:00,10,191,0.5638405304259905,0.3973504029120718,0.6772453331073132
2,2011-10-01 12:35:46.016000+00:00,11,192,0.45279989982168906,0.3190977110083968,0.677569653754508
2,2011-10-01 12:35:46.016000+00:00,12,193,0.0,0.0,0.677569653754508
2,2011-10-01 12:35:47.488000+00:00,13,194,0.08678299161648877,0.06115781825523275,0.6775739287065913
2,2011-10-01 12:35:47.583000+00:00,14,195,0.008702425950714732,0.006132784486451267,0.6775742045943212
2,2011-10-01 12:35:47.682000+00:00,15,196,0.009052070423575857,0.00637918637611745,0.6775744920971751
2,2011-10-01 12:35:48.791000+00:00,7,197,0.07155436925890431,0.05042588448486285,0.6775777126261463
2,2011-10-01 12:36:13.443000+00:00,15,198,0.3111264041114409,0.21925738814282034,0.6776492621795218
2,2011-10-01 12:36:25.794000+00:00,15,199,0.24850740470926244,0.1751284486648302,0.6776850809778986
22,2011-10-01 12:50:09.763000+00:00,2,200,0.6439337739715361,0.0,0.0
22,2011-10-01 12:50:09.763000+00:00,4,201,0.0,0.0,0.0
22,2011-10-01 12:50:11.084000+00:00,5,202,0.08073910817627755,0.05689856516764942,0.05675449665935422
6,2011-10-01 12:50:26.172000+00:00,7,203,0.2663891781680942,0.6262774066089761,0.6615151791522067
22,2011-10-01 12:50:51.260000+00:00,6,204,0.3127425224674651,0.2512364815805211,0.25272884025855624
22,2011-10-01 12:50:51.581000+00:00,7,205,0.02669469315859286,0.018812317507872538,0.25323606547151567
15,2011-10-01 12:54:11.886000+00:00,9,206,0.5086787208771809,0.6076367059425292,0.6064389647924799
15,2011-10-01 12:54:53.037000+00:00,8,207,0.35874885894072056,0.25281794399675966,0.6067814298901589
15,2011-10-01 12:54:56.346000+00:00,9,208,0.14006692474864285,0.09870813817069757,0.6068088924751242
15,2011-10-01 12:54:56.346000+00:00,3,209,0.0,0.0,0.6068088924751242
18,2011-10-01 12:54:59.794000+00:00,9,210,0.14311130395162297,0.5642900848368533,0.5631139000892166
18,2011-10-01 12:56:21.300000+00:00,6,211,0.4231497184364419,0.2982025981456467,0.5643948845345876
18,2011-10-01 12:56:21.343000+00:00,7,212,0.00403707715579879,0.002845014056069756,0.5643955539571601
18,2011-10-01 12:56:22.258000+00:00,9,213,0.06230135165081839,0.04390508635786826,0.5644097970711036
6,2011-10-01 12:59:58.557000+00:00,8,214,0.5160098016438467,0.4292105772541708,0.6635922793236815
6,2011-10-01 13:00:02.537000+00:00,7,215,0.15394449635970803,0.10848795777134204,0.6636065003896711
6,2011-10-01 13:00:02.537000+00:00,3,216,0.0,0.0,0.6636065003896711
23,2011-10-01 13:02:58.635000+00:00,2,217,0.4963935076401854,0.0,0.0
23,2011-10-01 13:02:58.635000+00:00,4,218,0.0,0.0,0.0
23,2011-10-01 13:02:58.837000+00:00,5,219,0.01764247755717744,0.012433028821846645,0.012401548099781388
23,2011-10-01 13:03:36.223000+00:00,8,220,0.34977686388691354,0.24649518843525026,0.24622483206622944
23,2011-10-01 13:03:36.223000+00:00,3,221,0.0,0.0,0.24622483206622944
12,2011-10-01 13:12:31.862000+00:00,7,222,0.6026991846164764,0.5642706345506677,0.6332122140001905
14,2011-10-01 13:14:58.530000+00:00,7,223,0.47896679145796506,0.5723377046139967,0.6175780300816162
14,2011-10-01 13:15:12.440000+00:00,7,224,0.25909756479225643,0.18259155950700715,0.6176763360519633
24,2011-10-01 13:15:17.454000+00:00,2,225,0.17203510164756294,0.0,0.0
24,2011-10-01 13:15:17.454000+00:00,4,226,0.0,0.0,0.0
12,2011-10-01 13:15:17.707000+00:00,7,227,0.02162707070302552,0.34578897560184413,0.6341359755073686
24,2011-10-01 13:15:17.785000+00:00,5,228,0.007202047307943494,0.019321940159805706,0.019273016551837906
14,2011-10-01 13:15:21.163000+00:00,7,229,0.1415902450175263,0.15370040977191096,0.6177379109350205
24,2011-10-01 13:15:57.085000+00:00,6,230,0.34604816340075917,0.2497833286340869,0.24970223059521648
24,2011-10-01 13:15:57.399000+00:00,7,231,0.026185220056436316,0.01845328098692251,0.2502211364049272
19,2011-10-01 13:19:46.902000+00:00,9,232,0.5216663071786413,0.5650206394480088,0.5637996666087931
19,2011-10-01 13:21:26.216000+00:00,6,233,0.44188988711463206,0.31140919322545263,0.5653417301506138
19,2011-10-01 13:21:26.264000+00:00,7,234,0.004495661915249134,0.003168188480581702,0.5653424669890837
19,2011-10-01 13:21:27.382000+00:00,9,235,0.07196270155985993,0.05071364493405252,0.5653596269068261
20,2011-10-01 13:21:30.425000+00:00,9,236,0.13395692947958812,0.565180674814413,0.5644830043106378
20,2011-10-01 13:24:16.783000+00:00,6,237,0.4909692062895531,0.34599643234086563,0.5670210984110918
20,2011-10-01 13:24:16.818000+00:00,7,238,0.003298749038885643,0.0023246985432507313,0.5670216224691937
20,2011-10-01 13:24:17.903000+00:00,9,239,0.07045690502831317,0.04965247812140488,0.5670378662497564
16,2011-10-01 13:25:56.976000+00:00,7,240,0.44165923867198936,0.6121505984175457,0.6109588632736964
17,2011-10-01 13:26:10.309000+00:00,7,241,0.25531302499549124,0.6068821243056503,0.6057158796898965
17,2011-10-01 13:27:27.909000+00:00,7,242,0.4184991240958574,0.29492522549275185,0.6063671488406134
21,2011-10-01 13:27:54.581000+00:00,7,243,0.31839481277189613,0.5662072356415933,0.5654217681810291
14,2011-10-01 13:31:19.388000+00:00,7,244,0.5107995814026107,0.46398285938679,0.6241808678163275
14,2011-10-01 13:31:39.115000+00:00,7,245,0.2906841808070404,0.20485131900074352,0.6243072484613778
21,2011-10-01 13:34:03.433000+00:00,7,246,0.4774285194920485,0.3995817345083425,0.5708524840878839
22,2011-10-01 13:34:08.620000+00:00,7,247,0.17475456118520352,0.5313143210007092,0.5310453241365306
14,2011-10-01 13:36:06.372000+00:00,10,248,0.4580695818721191,0.37787931324319085,0.6259964763130266
17,2011-10-01 13:39:44.061000+00:00,7,249,0.5166212285606714,0.44618806018443175,0.612251197019086
14,2011-10-01 13:40:08.254000+00:00,11,250,0.3093950773186379,0.3711643386218203,0.6274896587715723
14,2011-10-01 13:40:08.255000+00:00,12,251,9.584197743357003e-05,6.754187805609956e-05,0.6274896648768836
16,2011-10-01 13:40:09.622000+00:00,7,252,0.08262096676476959,0.4561029258631681,0.6173032153966065
14,2011-10-01 13:40:09.986000+00:00,13,253,0.02976628932294767,0.06789107582896518,0.6275002323421207
14,2011-10-01 13:40:10.012000+00:00,14,254,0.0024612774235485773,0.0017345145003792586,0.6275003910551399
14,2011-10-01 13:40:10.083000+00:00,15,255,0.006577355258573291,0.004635202013795247,0.6275008244618657
14,2011-10-01 13:40:12.281000+00:00,7,256,0.11147445379899383,0.07855841632734027,0.6275142403790575
17,2011-10-01 13:42:01.062000+00:00,7,257,0.4505374489410976,0.33296282749579365,0.6132917354325841
14,2011-10-01 13:43:00.152000+00:00,15,258,0.39274997856010707,0.34660460497637113,0.6285310631735657
18,2011-10-01 13:43:28.867000+00:00,7,259,0.32522513569875,0.5370362580951701,0.5982745911968137
22,2011-10-01 13:44:41.812000+00:00,7,260,0.4126450342200057,0.4360218205973266,0.5455371127269697
17,2011-10-01 13:44:57.589000+00:00,7,261,0.2704103445348498,0.34998254921917316,0.614609222671998
14,2011-10-01 13:48:39.764000+00:00,15,262,0.5185683291557258,0.3940162770922599,0.6305424020503858
16,2011-10-01 13:49:16.131000+00:00,7,263,0.3471969609784229,0.4260900358496903,0.621076545433371
24,2011-10-01 13:49:25.830000+00:00,7,264,0.2272734505933368,0.5139537778878451,0.5139792095426238
19,2011-10-01 13:49:47.071000+00:00,7,265,0.29744444054288266,0.5026809351336197,0.587410017148839
18,2011-10-01 13:50:01.022000+00:00,7,266,0.2593608840366604,0.40371067460556026,0.6018701513042788
17,2011-10-01 13:54:11.638000+00:00,10,267,0.5300701200246991,0.4270143015919852,0.6185845806938465
19,2011-10-01 13:55:33.955000+00:00,10,268,0.42408767422306093,0.3954438187295588,0.5911429325070733
16,2011-10-01 13:55:45.029000+00:00,7,269,0.238866931612788,0.4031485283914567,0.6236385745298263
16,2011-10-01 13:56:00.621000+00:00,7,270,0.26934709352420283,0.1898146201979809,0.6237392904453494
24,2011-10-01 13:56:34.697000+00:00,10,271,0.3411299283995442,0.40974328219449674,0.5267870485297643
17,2011-10-01 13:56:39.615000+00:00,11,272,0.170492086542446,0.3381344590656969,0.6196078214148719
17,2011-10-01 13:56:39.615000+00:00,12,273,0.0,0.0,0.6196078214148719
17,2011-10-01 13:56:40.771000+00:00,13,274,0.07366785451024771,0.05191530245120795,0.6196157541622004
17,2011-10-01 13:56:40.801000+00:00,14,275,0.002834390308462951,0.0019974550787027106,0.6196159600169175
17,2011-10-01 13:56:40.888000+00:00,15,276,0.007999288864738068,0.005637268840911982,0.6196165569920422
