case:concept:name,time:timestamp,concept:name,event_idx,log_ts_pre,trace_ts_pre,trace_ts_start
7550,2012-01-05 19:10:48.102000+00:00,9,141217,0.237668192477321,0.16748982548114846,0.1702293990282009
6887,2012-01-05 19:11:08.252000+00:00,15,141218,0.29262141619829746,0.31352856541948276,0.9071874194058851
6854,2012-01-05 19:11:14.934000+00:00,15,141219,0.19550797309957071,0.6248341884784395,0.908397204760662
7545,2012-01-05 19:12:37.637000+00:00,15,141220,0.4245308973533266,0.425387447041298,0.497485730869978
6854,2012-01-05 19:12:50.525000+00:00,15,141221,0.25228871413618326,0.30885350284787166,0.9084062449830036
7486,2012-01-05 19:14:26.692000+00:00,10,141222,0.4388334813516634,0.4227087012865629,0.717244274842659
7551,2012-01-05 19:15:12.717000+00:00,2,141223,0.3692412234041258,0.0,0.0
7551,2012-01-05 19:15:12.717000+00:00,4,141224,0.0,0.0,0.0
7551,2012-01-05 19:15:12.977000+00:00,5,141225,0.022161277602451016,0.01561752323432171,0.015577979297334813
7551,2012-01-05 19:15:17.307000+00:00,9,141226,0.16045746689557647,0.11307778650292782,0.11600181762688223
6807,2012-01-05 19:15:21.421000+00:00,15,141227,0.15649056337212977,0.42260169702661343,0.9147350324717709
7534,2012-01-05 19:15:30.814000+00:00,9,141228,0.22449093917914323,0.6031996615158187,0.6017441063985143
6750,2012-01-05 19:15:37.512000+00:00,15,141229,0.1957074839969059,0.8143622904047725,0.9176780208189133
7534,2012-01-05 19:16:17.880000+00:00,8,141230,0.35695084928915816,0.26169175161259595,0.6021638108844616
7534,2012-01-05 19:16:20.871000+00:00,9,141231,0.1327156190651371,0.09352751684667901,0.6021903946006525
7534,2012-01-05 19:16:20.871000+00:00,3,141232,0.0,0.0,0.6021903946006525
7486,2012-01-05 19:16:28.505000+00:00,12,141233,0.20671059407555986,0.3250836386969183,0.7174403719742336
7486,2012-01-05 19:16:28.505000+00:00,11,141234,0.0,0.0,0.7174403719742336
7486,2012-01-05 19:16:29.769000+00:00,13,141235,0.07835480921953086,0.055218299028550924,0.7174424038003874
7486,2012-01-05 19:16:29.795000+00:00,14,141236,0.0024612774235485773,0.0017345145003792586,0.7174424455936368
7486,2012-01-05 19:16:29.876000+00:00,15,141237,0.0074685316585342545,0.005263232959571144,0.7174425757955173
7486,2012-01-05 19:16:31.788000+00:00,7,141238,0.10249096299505285,0.07222755946643679,0.7174456491298357
7533,2012-01-05 19:16:32.828000+00:00,9,141239,0.06836467896414808,0.5863076629407724,0.6146228575193678
6750,2012-01-05 19:16:59.376000+00:00,15,141240,0.31796415842925013,0.298495179848722,0.9176847671118114
7535,2012-01-05 19:16:59.686000+00:00,9,141241,0.02589287260303766,0.5626649235177987,0.5615131930311518
7535,2012-01-05 19:17:20.840000+00:00,9,141242,0.29706861303313975,0.20935056405410776,0.561856030795554
6542,2012-01-05 19:17:39.513000+00:00,15,141243,0.28567968158716783,0.8142365036258962,0.9487791688613962
7416,2012-01-05 19:17:42.354000+00:00,7,141244,0.12904216589726647,0.6479435367876176,0.7769999570315431
7226,2012-01-05 19:17:54.740000+00:00,7,141245,0.24875845367379987,0.5704907526169811,0.8401001353143337
7226,2012-01-05 19:19:31.903000+00:00,7,141246,0.4398113870356473,0.30994443005347316,0.8401254431935995
7416,2012-01-05 19:19:33.293000+00:00,7,141247,0.08354822540093082,0.31881878234799316,0.7770736191694447
7540,2012-01-05 19:19:39.171000+00:00,7,141248,0.1849071522139722,0.542501974785457,0.5419925208662533
5472,2012-01-05 19:19:59.934000+00:00,15,141249,0.2953611221821973,0.7755354361231975,0.9977017277062311
6542,2012-01-05 19:20:38.155000+00:00,15,141250,0.3518403671374187,0.3507828659111863,0.9487884491119183
5472,2012-01-05 19:21:04.558000+00:00,15,141251,0.3174581051678261,0.2827325375136143,0.997703352437274
6411,2012-01-05 19:24:30.511000+00:00,15,141252,0.5113320462577783,0.7732613913478803,0.9570001718411204
6411,2012-01-05 19:26:03.805000+00:00,15,141253,0.4359554818059009,0.3072270917034383,0.9570044620371676
6762,2012-01-05 19:26:12.842000+00:00,15,141254,0.2211487701375844,0.7723393486998751,0.9173031157338366
6762,2012-01-05 19:27:13.986000+00:00,15,141255,0.3959729177809202,0.27905052924032336,0.9173081826887609
5653,2012-01-05 19:27:31.027000+00:00,15,141256,0.277375598681181,0.7717085731867672,0.9930350562217518
7552,2012-01-05 19:28:16.423000+00:00,2,141257,0.36794995800292796,0.0,0.0
7552,2012-01-05 19:28:16.423000+00:00,4,141258,0.0,0.0,0.0
7552,2012-01-05 19:28:17.200000+00:00,5,141259,0.0551296438108813,0.03885103145051052,0.038752659723028236
7552,2012-01-05 19:28:22.211000+00:00,9,141260,0.17198725637899137,0.1212030741498889,0.12909023309660045
7470,2012-01-05 19:29:12.680000+00:00,7,141261,0.37790011018828357,0.5927720593565451,0.7609473447955367
7540,2012-01-05 19:30:33.558000+00:00,10,141262,0.4224170541362592,0.43824331264635435,0.5548816887971074
5653,2012-01-05 19:30:54.417000+00:00,16,141263,0.29578317730775033,0.3595044454978664,0.9930405361222168
5653,2012-01-05 19:30:54.417000+00:00,17,141264,0.0,0.0,0.9930405361222168
5653,2012-01-05 19:30:56.851000+00:00,15,141265,0.11830182819607725,0.08336981214073284,0.9930406016983467
5653,2012-01-05 19:30:56.851000+00:00,3,141266,0.0,0.0,0.9930406016983467
6898,2012-01-05 19:33:00.323000+00:00,15,141267,0.46258057852124135,0.9029274148562888,0.9065352080140053
7540,2012-01-05 19:34:20.278000+00:00,11,141268,0.4213299610185965,0.36680848532042476,0.5588284571696864
7540,2012-01-05 19:34:20.278000+00:00,12,141269,0.0,0.0,0.5588284571696864
7540,2012-01-05 19:34:21.404000+00:00,13,141270,0.07232420958630356,0.050968407322018495,0.5588474931912891
7540,2012-01-05 19:34:21.431000+00:00,14,141271,0.0025546918395476194,0.0018003456243088772,0.5588479495840721
7540,2012-01-05 19:34:21.508000+00:00,15,141272,0.007113054363793036,0.0050127205563836675,0.5588492511317028
7540,2012-01-05 19:34:22.697000+00:00,7,141273,0.07512443781522206,0.052941787657351747,0.5588693458658358
7540,2012-01-05 19:34:33.708000+00:00,15,141274,0.23836528520418984,0.1679810815383871,0.5590551535674391
7540,2012-01-05 19:34:38.231000+00:00,15,141275,0.16386826576687574,0.11548144894404193,0.5591313298290718
7540,2012-01-05 19:35:12.116000+00:00,15,141276,0.3406063505611171,0.2400325328291293,0.559699298199208
6898,2012-01-05 19:37:35.090000+00:00,15,141277,0.4765375377851969,0.37974513284763156,0.9065619175776535
7540,2012-01-05 19:37:56.604000+00:00,11,141278,0.298614288147747,0.34523711552357844,0.5623903631329936
7540,2012-01-05 19:37:56.604000+00:00,16,141279,0.0,0.0,0.5623903631329936
7540,2012-01-05 19:37:58.014000+00:00,13,141280,0.08434731244562728,0.05944134338746269,0.5624129728780857
7540,2012-01-05 19:37:58.055000+00:00,14,141281,0.0038530274055531212,0.0027153102861745167,0.5624136302111166
7540,2012-01-05 19:37:58.136000+00:00,15,141282,0.0074685316585342545,0.005263232959571144,0.5624149288258233
7540,2012-01-05 19:37:59.440000+00:00,15,141283,0.08003418472595887,0.056401790633199625,0.5624358314766208
7540,2012-01-05 19:38:20.629000+00:00,15,141284,0.29721998514879894,0.2094572392005386,0.5627745782367526
7540,2012-01-05 19:40:30.813000+00:00,15,141285,0.46761672772990603,0.32953944448002354,0.5648192694780312
7539,2012-01-05 19:41:00.640000+00:00,7,141286,0.3287480305986066,0.5723584948370418,0.5714396569565616
7470,2012-01-05 19:41:21.491000+00:00,7,141287,0.2957480769127798,0.4455117282811021,0.7615589471873104
7539,2012-01-05 19:41:40.721000+00:00,7,141288,0.2883568807147735,0.2510803930050962,0.5719993861438308
6905,2012-01-05 19:41:49.505000+00:00,15,141289,0.2187007140410678,0.9027702017839868,0.9062745671391885
7539,2012-01-05 19:43:13.590000+00:00,7,141290,0.4261011842229583,0.3069218276794674,0.5732787094168502
6905,2012-01-05 19:43:37.673000+00:00,15,141291,0.30897547731946057,0.3171249245141973,0.9062851239416843
6856,2012-01-05 19:43:45.273000+00:00,15,141292,0.20633224192229127,0.9027342242061396,0.9085443517202267
5798,2012-01-05 19:44:09.057000+00:00,15,141293,0.30782556171044745,0.9111472435916582,0.986574245744761
7539,2012-01-05 19:47:53.499000+00:00,7,141294,0.5195374597593719,0.38099355685391145,0.5769939562310898
6856,2012-01-05 19:48:42.104000+00:00,15,141295,0.3743629191554764,0.38494642371584864,0.9085723584354026
6952,2012-01-05 19:48:51.061000+00:00,15,141296,0.2203814167142446,0.9027189083601088,0.9004721819270372
6952,2012-01-05 19:51:04.772000+00:00,15,141297,0.4701607656499694,0.3313322820608854,0.900486404373157
6906,2012-01-05 19:51:15.034000+00:00,15,141298,0.23219106271728662,0.9025488265677458,0.9063095251926976
7553,2012-01-05 19:51:42.262000+00:00,2,141299,0.32030238119136417,0.0,0.0
7553,2012-01-05 19:51:42.262000+00:00,4,141300,0.0,0.0,0.0
7553,2012-01-05 19:51:42.617000+00:00,5,141301,0.029131488171207715,0.020529578733036864,0.020477597355733537
7553,2012-01-05 19:51:48.430000+00:00,9,141302,0.183996643162933,0.12966634420555664,0.13276178053283358
7538,2012-01-05 19:52:11.211000+00:00,9,141303,0.3038642217335346,0.5816404536767681,0.5806138541276517
6906,2012-01-05 19:52:41.147000+00:00,15,141304,0.3290864859491897,0.30187432805898207,0.906317925284375
6939,2012-01-05 19:52:49.400000+00:00,15,141305,0.2133500030065468,0.9025167392865044,0.9010994756870399
7538,2012-01-05 19:53:06.739000+00:00,6,141306,0.2789465622043113,0.27264988714937,0.5812900389009261
7538,2012-01-05 19:53:06.777000+00:00,7,141307,0.003576288712926266,0.0025202866490238443,0.5812904993259563
7538,2012-01-05 19:53:07.843000+00:00,9,141308,0.06957908250746592,0.04903385793799873,0.5813034141782518
7542,2012-01-05 19:53:11.533000+00:00,9,141309,0.14819136101346614,0.5670450577428264,0.5657886446363325
7542,2012-01-05 19:53:16.925000+00:00,9,141310,0.17788027357961103,0.1253560085926557,0.5658708195086154
7544,2012-01-05 19:53:18.641000+00:00,9,141311,0.0958093630392467,0.5623773408604862,0.5610421449310925
7554,2012-01-05 19:53:19.696000+00:00,2,141312,0.06906717214593194,0.0,0.0
7554,2012-01-05 19:53:19.696000+00:00,4,141313,0.0,0.0,0.0
7554,2012-01-05 19:53:19.923000+00:00,5,141314,0.019616402558692417,0.013824095714603728,0.01378909277837388
7544,2012-01-05 19:53:23.136000+00:00,9,141315,0.13790644155232326,0.11513798877203668,0.5611156519774044
7554,2012-01-05 19:53:57.639000+00:00,9,141316,0.3422902022142661,0.24707364550465954,0.2468421020360564
5798,2012-01-05 19:54:24.671000+00:00,15,141317,0.31963425127444733,0.43412236877708865,0.9865924989058409
6719,2012-01-05 19:54:31+00:00,15,141318,0.19099723124469994,0.9008252778184316,0.9235947889751651
7546,2012-01-05 19:54:59.925000+00:00,9,141319,0.3259004194081445,0.5608008072130464,0.559446972613013
6757,2012-01-05 19:55:04.349000+00:00,21,141320,0.16213384392202676,0.6183626767139273,0.9175981734416134
7546,2012-01-05 19:55:04.742000+00:00,9,141321,0.03178363381924074,0.11898615656761366,0.5595276275121422
6757,2012-01-05 19:55:05.728000+00:00,21,141322,0.06579221764561939,0.058566474227088404,0.9175982872232902
7547,2012-01-05 19:55:06.533000+00:00,9,141323,0.05662879044410326,0.5592035888911455,0.55785700889264
7547,2012-01-05 19:55:12.137000+00:00,9,141324,0.18100899937891435,0.1275608881461268,0.5579530698459988
7550,2012-01-05 19:55:14.346000+00:00,9,141325,0.11180371549127369,0.5330908035670856,0.532030924041317
6757,2012-01-05 19:55:16.241000+00:00,21,141326,0.10192952583494588,0.16511951895990082,0.9175991546475558
6939,2012-01-05 19:55:49.028000+00:00,15,141327,0.33753971282567397,0.35115275377706995,0.9011184045406743
6584,2012-01-05 19:55:55.409000+00:00,15,141328,0.19167517754966193,0.7734905543314641,0.9451696476917885
6719,2012-01-05 19:56:10.942000+00:00,15,141329,0.2690055080438334,0.3118309211915623,0.9236023328651077
6584,2012-01-05 19:56:47.806000+00:00,15,141330,0.3484639378596533,0.2687993238694723,0.9451725195283267
6804,2012-01-05 19:56:53.373000+00:00,15,141331,0.1804702498110364,0.771810848873432,0.915125076302375
7550,2012-01-05 19:57:03.203000+00:00,6,141332,0.22844040964222181,0.31755007937655616,0.5347158750501404
7550,2012-01-05 19:57:03.242000+00:00,7,141333,0.003668623713262107,0.002585357085798961,0.5347168180694282
7550,2012-01-05 19:57:04.230000+00:00,9,141334,0.06588873490634932,0.04643319156681499,0.5347407034917636
7551,2012-01-05 19:57:08.733000+00:00,9,141335,0.16352039710877414,0.5290499889453188,0.5278334522203448
7551,2012-01-05 19:57:13.142000+00:00,9,141336,0.16186829434650188,0.11407202658645124,0.5279514199384576
7535,2012-01-05 19:57:14.867000+00:00,9,141337,0.09612658774097113,0.5258162027583866,0.5924388896832641
7535,2012-01-05 19:57:15.775000+00:00,9,141338,0.0619501981152659,0.0436576209996572,0.5924482136220673
7552,2012-01-05 19:57:26.457000+00:00,9,141339,0.23570206806259028,0.5044285802648018,0.50337452831554
7552,2012-01-05 19:57:31.770000+00:00,9,141340,0.17668776685359305,0.12451562376310005,0.5035787380071896
7536,2012-01-05 19:57:34.622000+00:00,9,141341,0.12931638649097102,0.5927200397030645,0.5912627137986144
6804,2012-01-05 19:57:37.864000+00:00,15,141342,0.13856423403668439,0.2579709986930949,0.915128884353342
7536,2012-01-05 19:57:39.292000+00:00,9,141343,0.08506084117323708,0.1172565209989263,0.5913114982625414
7553,2012-01-05 19:57:41.154000+00:00,9,141344,0.100830202908776,0.3965688083871838,0.3967299116926944
6593,2012-01-05 19:57:43.511000+00:00,15,141345,0.11612723299575983,0.770216275750769,0.9446393851937847
7553,2012-01-05 19:57:46.790000+00:00,9,141346,0.13939698799631584,0.12788753841779243,0.3977773039145223
6593,2012-01-05 19:58:04.876000+00:00,15,141347,0.28277497972335475,0.20999112505128,0.9446405654551139
6581,2012-01-05 19:58:10.571000+00:00,15,141348,0.18232129597587354,0.6288954201696461,0.9452553536687086
6581,2012-01-05 19:58:23.359000+00:00,15,141349,0.2515957649546585,0.17730488175472997,0.9452560536891246
6757,2012-01-05 19:58:36.800000+00:00,21,141350,0.25603285239521995,0.35856191455046976,0.9176157005690397
6310,2012-01-05 19:58:58.439000+00:00,15,141351,0.29914520600150185,0.7794348475752271,0.9656182654115107
6310,2012-01-05 19:59:17.743000+00:00,15,141352,0.2887069996162306,0.20345795740219919,0.9656190465980697
7555,2012-01-05 20:14:05.398000+00:00,2,141353,0.6510644601519262,0.0,0.0
7555,2012-01-05 20:14:05.398000+00:00,4,141354,0.0,0.0,0.0
7555,2012-01-05 20:14:05.828000+00:00,5,141355,0.034297363274214246,0.02417008068847853,0.024108881474405142
7555,2012-01-05 20:14:22.173000+00:00,9,141356,0.27360303484004106,0.1928138724783035,0.1939763124536884
7556,2012-01-05 20:19:50.636000+00:00,2,141357,0.5559181931839771,0.0,0.0
7556,2012-01-05 20:19:50.636000+00:00,4,141358,0.0,0.0,0.0
7556,2012-01-05 20:19:51.063000+00:00,5,141359,0.0340959843613353,0.024028164689445984,0.02396732481002758
7556,2012-01-05 20:20:02.550000+00:00,9,141360,0.24209206560319751,0.17060742287640995,0.17244184377888483
7557,2012-01-05 20:37:07.055000+00:00,2,141361,0.6647989004777677,0.0,0.0
7557,2012-01-05 20:37:07.055000+00:00,4,141362,0.0,0.0,0.0
7557,2012-01-05 20:37:07.485000+00:00,5,141363,0.034297363274214246,0.02417008068847853,0.024108881474405142
7557,2012-01-05 20:37:12.913000+00:00,9,141364,0.1784188141614416,0.12573552958419065,0.12978177042677314
7558,2012-01-05 20:41:12.202000+00:00,2,141365,0.5256532638419223,0.0,0.0
7558,2012-01-05 20:41:12.202000+00:00,4,141366,0.0,0.0,0.0
7558,2012-01-05 20:41:12.282000+00:00,5,141367,0.007379785802649061,0.005200691869156597,0.005187523594746078
7558,2012-01-05 20:41:47.809000+00:00,8,141368,0.34501678456974094,0.24314065939289328,0.2426724868594008
7558,2012-01-05 20:41:47.809000+00:00,3,141369,0.0,0.0,0.2426724868594008
7559,2012-01-05 20:42:46.577000+00:00,2,141370,0.39223475856637974,0.0,0.0
7559,2012-01-05 20:42:46.577000+00:00,4,141371,0.0,0.0,0.0
7559,2012-01-05 20:42:46.702000+00:00,5,141372,0.011294202384716,0.007959264412487009,0.007939111367367937
7559,2012-01-05 20:42:51.202000+00:00,9,141373,0.1634681077915976,0.11519944911585447,0.11642253391180964
7560,2012-01-05 20:58:14.098000+00:00,2,141374,0.6547936589832911,0.0,0.0
7560,2012-01-05 20:58:14.098000+00:00,4,141375,0.0,0.0,0.0
7560,2012-01-05 20:58:14.305000+00:00,5,141376,0.018040526656948053,0.012713542480652167,0.012681351491390163
7560,2012-01-05 20:58:57.163000+00:00,6,141377,0.3625555661328122,0.25550061144424363,0.2551710638951625
7560,2012-01-05 20:58:57.556000+00:00,7,141378,0.03178363381924074,0.02239860212699408,0.2557695560012363
7561,2012-01-05 21:04:08.349000+00:00,2,141379,0.5506323061044045,0.0,0.0
7561,2012-01-05 21:04:08.349000+00:00,4,141380,0.0,0.0,0.0
7561,2012-01-05 21:04:09.373000+00:00,5,141381,0.06760963655567451,0.047645947526757756,0.04752530686444463
7561,2012-01-05 21:04:14.814000+00:00,9,141382,0.1786125462307148,0.12587205669004545,0.13549832096969758
7562,2012-01-05 21:15:05.633000+00:00,2,141383,0.6213441396507505,0.0,0.0
7562,2012-01-05 21:15:05.633000+00:00,4,141384,0.0,0.0,0.0
7562,2012-01-05 21:15:06.789000+00:00,5,141385,0.07366785451024771,0.05191530245120795,0.05178385168158305
7562,2012-01-05 21:15:20.995000+00:00,9,141386,0.2609825642339778,0.18391995866818686,0.1883930998435321
7563,2012-01-05 21:18:43.546000+00:00,2,141387,0.5097426591831209,0.0,0.0
7563,2012-01-05 21:18:43.546000+00:00,4,141388,0.0,0.0,0.0
7563,2012-01-05 21:18:43.777000+00:00,5,141389,0.019928493608605664,0.014044032909140965,0.014008473086749889
7563,2012-01-05 21:18:47.879000+00:00,9,141390,0.1562652933614621,0.11012347273339594,0.1128293989745498
7564,2012-01-05 21:49:03.481000+00:00,2,141391,0.719627066442602,0.0,0.0
7564,2012-01-05 21:49:03.481000+00:00,4,141392,0.0,0.0,0.0
7564,2012-01-05 21:49:03.642000+00:00,5,141393,0.014314606118027678,0.010087807104304113,0.010062264538912444
7564,2012-01-05 21:49:26.090000+00:00,9,141394,0.302512007514836,0.21318663981275748,0.21310808145438764
7565,2012-01-05 22:11:18.876000+00:00,2,141395,0.6885534988981274,0.0,0.0
7565,2012-01-05 22:11:18.876000+00:00,4,141396,0.0,0.0,0.0
7565,2012-01-05 22:11:20.508000+00:00,5,141397,0.09279686742440385,0.06539592432670092,0.06523034030470364
7565,2012-01-05 22:11:26.390000+00:00,9,141398,0.18496290215184458,0.13034728744720575,0.14436110376501365
7566,2012-01-05 22:12:12.884000+00:00,2,141399,0.3701928358357257,0.0,0.0
